Ticker,Sector,Industry,MarketCap,PE_Ratio,PB_Ratio,EPS,RevenueGrowth,DebtToEquity,CurrentPrice,ForwardPE,ProfitMargin,ROE,Name
IIPR,Real Estate,REIT - Industrial,1738993664.0,15.387754,0.93896425,3.92,-0.038,19.318,60.32,12.592902,0.45580003,0.06287,"Innovative Industrial Properties, Inc."
MNST,Consumer Defensive,Beverages - Non-Alcoholic,74125279232.0,39.072166,8.982107,1.94,0.176,0.8,75.8,30.0604,0.22973,0.26815,Monster Beverage Corporation
SGE.L,Technology,Software - Application,8420850176.0,24.908106,12.222812,0.37,0.077,219.306,921.6,16.176651,0.14684,0.40706003,The Sage Group plc
RF,Financial Services,Banks - Regional,23955030016.0,11.634854,1.3754538,2.41,0.073,,28.04,9.803887,0.30997,0.11895,Regions Financial Corporation
ULTA,Consumer Cyclical,Specialty Retail,23291070464.0,20.79383,8.389603,25.61,0.118,77.835,532.53,16.847242,0.09308,0.43595,"Ulta Beauty, Inc."
HYG,,,,10.98909,0.9085328,,,,79.92,1332.0,,,iShares iBoxx $ High Yield Corporate Bond ETF
LTC,Real Estate,REIT - Healthcare Facilities,1891180288.0,15.1587305,1.9458028,2.52,-0.19,85.301,38.2,23.726707,0.45793,0.11184,"LTC Properties, Inc."
XLC,,,,18.720219,,,,,115.63,,,,State Street Communication Services Select Sector SPDR ETF
SO,Utilities,Utilities - Regulated Electric,108108177408.0,24.526854,2.9802043,3.91,0.08,190.431,95.9,19.500391,0.14458999,0.109910004,The Southern Company
VLTO,Industrials,Pollution & Treatment Controls,21644662784.0,22.713917,7.203106,3.88,0.068,95.542,88.13,18.982487,0.17325,0.36463,Veralto Corporation
OKE,Energy,Oil & Gas Midstream,56715554816.0,16.046345,2.521074,5.61,0.196,149.644,90.02,14.570327,0.1003,0.15903,"ONEOK, Inc."
AAON,Industrials,Building Products & Equipment,7665482240.0,72.60465,8.54874,1.29,0.425,46.605,93.66,31.62053,0.07461,0.12514,"AAON, Inc."
AEAE,Financial Services,Shell Companies,75194368.0,,-4.013378,-0.43,,,12.0,,0.0,,AltEnergy Acquisition Corp.
AFL,Financial Services,Insurance - Life,58435260416.0,13.09611,1.95038,8.74,0.279,26.394,114.46,14.988954,0.25596002,0.16469,Aflac Incorporated
AMPH,Healthcare,Drug Manufacturers - Specialty & Generic,1041673088.0,11.522167,1.3535095,2.03,-0.018,83.164,23.39,6.7525234,0.13626,0.12898,"Amphastar Pharmaceuticals, Inc."
ON,Technology,Semiconductors,40236699648.0,75.492645,5.308412,1.36,0.047,44.337,102.67,24.070992,0.09462,0.074939996,ON Semiconductor Corporation
7203.T,Consumer Cyclical,Auto Manufacturers,35523162800128.0,10.559662,1.0032194,284.1,0.086,105.339,3000.0,9.252976,0.073249996,0.10032,Toyota Motor Corporation
HAS,Consumer Cyclical,Leisure,13410581504.0,,24.702816,-2.3,0.313,600.584,94.76,14.950288,-0.06858,-0.36355,"Hasbro, Inc."
UHS,Healthcare,Medical Care Facilities,10094316544.0,6.906054,1.3531533,23.95,0.096,67.405,165.4,6.508403,0.08563,0.21369,"Universal Health Services, Inc."
DIS,Communication Services,Entertainment,178002329600.0,14.798233,1.6450827,6.79,0.052,40.909,100.48,13.705525,0.128,0.12024,The Walt Disney Company
WFC,Financial Services,Banks - Diversified,244478525440.0,12.347759,1.5018611,6.47,0.057,,79.89,10.167188,0.26742,0.12028,Wells Fargo & Company
AIRR,,,,34.025875,,,,,130.68,,,,First Trust RBA American Industrial RenaissanceTM ETF
GIS,Consumer Defensive,Packaged Foods,18438684672.0,8.4474325,3.3368745,4.09,0.022,217.629,34.55,10.512896,0.12053,0.23591,"General Mills, Inc."
PH,Industrials,Specialty Industrial Machinery,110034337792.0,32.15512,7.6966968,27.14,0.106,65.554,872.69,25.62924,0.16582,0.24841999,Parker-Hannifin Corporation
EGP,Real Estate,REIT - Industrial,10772547584.0,36.50273,3.0072029,5.49,0.091,46.083,200.4,36.288963,0.39789,0.08455,"EastGroup Properties, Inc."
BSX,Healthcare,Medical Devices,83206160384.0,23.422592,3.2168715,2.39,0.116,42.25,55.98,14.872556,0.17294,0.14661,Boston Scientific Corporation
MPC,Energy,Oil & Gas Refining & Marketing,76329435136.0,17.1501,4.438595,15.19,0.093,142.647,260.51,12.678601,0.034089997,,Marathon Petroleum Corporation
DD,Basic Materials,Specialty Chemicals,20182353920.0,129.57895,1.4475542,0.38,-0.452,22.278,49.24,19.06569,-0.00419,0.00896,"DuPont de Nemours, Inc."
ACEL,Consumer Cyclical,Gambling,1017218432.0,20.783333,3.8053098,0.6,0.075,225.248,12.47,11.234234,0.03867,0.19236,"Accel Entertainment, Inc."
WST,Healthcare,Medical Instruments & Supplies,21898633216.0,41.495316,7.3490915,7.47,0.21,10.734,309.97,32.446346,0.16849001,0.19131,"West Pharmaceutical Services, Inc."
AVB,Real Estate,REIT - Residential,25770510336.0,22.926981,2.1971962,8.08,0.034,79.902,185.25,37.74796,0.37207,0.09719,"AvalonBay Communities, Inc."
NG.L,Utilities,Utilities - Regulated Electric,63796461568.0,21.369999,1.6982781,0.6,-0.113,123.365,1282.2,14.446835,0.16428,0.07868,National Grid plc
BMW.DE,Consumer Cyclical,Auto Manufacturers,50561638400.0,7.0042048,0.5283527,11.89,-0.081,112.832,83.28,6.914801,0.05466,0.07725,Bayerische Motoren Werke Aktiengesellschaft
HAL,Energy,Oil & Gas Equipment & Services,34852794368.0,23.049725,3.239382,1.81,-0.003,74.651,41.72,14.62136,0.06947,0.14626999,Halliburton Company
TPR,Consumer Cyclical,Luxury Goods,28935430144.0,55.015564,52.000732,2.57,0.14,715.475,141.39,19.559263,0.0695,0.55337,"Tapestry, Inc."
ARKQ,,,,48.624382,,,,,127.4,,,,ARK Autonomous Technology & Robotics ETF
ITW,Industrials,Specialty Industrial Machinery,73361309696.0,23.635098,22.778522,10.77,0.046,283.22,254.55,20.933285,0.19320999,0.96848,Illinois Tool Works Inc.
AIXI,Technology,Software - Application,10813050.0,,-0.2626459,-2.28,-0.651,,0.81,-1.5,-0.59599996,,Xiao-I Corporation
MGM,Consumer Cyclical,Resorts & Casinos,9699319808.0,51.931507,4.029978,0.73,0.042,951.186,37.91,16.409977,0.010299999,0.13488,MGM Resorts International
LLY,Healthcare,Drug Manufacturers - General,881816305664.0,35.091198,33.34581,28.18,0.555,139.015,988.87,22.596317,0.34986,1.07459,Eli Lilly and Company
YUM,Consumer Cyclical,Restaurants,42539835392.0,24.820969,-5.8194675,6.2,0.152,,153.89,20.52748,0.20481001,,"Yum! Brands, Inc."
ARES,Financial Services,Asset Management,40649674752.0,71.90643,9.693338,1.71,0.283,163.448,122.96,16.545073,0.10539,,Ares Management Corporation
SOLV,Healthcare,Medical Instruments & Supplies,11977957376.0,8.450428,2.3723457,8.17,-0.037,103.941,69.04,9.897995,0.18691,0.38861,Solventum Corporation
CSGP,Real Estate,Real Estate Services,14251615232.0,498.57144,1.7499875,0.07,0.225,14.526,34.9,19.66718,0.00733,0.00303,"CoStar Group, Inc."
SIE.DE,Industrials,Specialty Industrial Machinery,205406781440.0,26.849451,3.2083201,10.03,0.043,78.402,269.3,21.336708,0.09969,0.1279,Siemens Aktiengesellschaft
MRNA,Healthcare,Biotechnology,18533885952.0,,2.1276305,-8.14,2.602,17.522,46.71,-10.700369,-1.4355099,-0.36556998,"Moderna, Inc."
MCO,Financial Services,Financial Data & Stock Exchanges,79399165952.0,32.58423,26.519836,13.95,0.081,235.539,454.55,24.47947,0.31691,0.71361,Moody's Corporation
PGR,Financial Services,Insurance - Property & Casualty,115546693632.0,10.057986,3.6142642,19.66,0.087,26.174,197.74,12.255612,0.12927,0.37903,The Progressive Corporation
GOOG,Communication Services,Internet Content & Information,4655601418240.0,29.333586,11.185922,13.1,0.218,20.026,384.27,26.749763,0.37919,0.38884997,Alphabet Inc.
BP,Energy,Oil & Gas Integrated,119737368576.0,37.5,8.988112,1.24,0.116,96.384,46.5,11.435542,0.01663,0.05842,BP p.l.c.
ANET,Technology,Computer Hardware,214335815680.0,58.494843,17.289995,2.91,0.289,0.732,170.22,38.864525,0.38991,0.314,"Arista Networks, Inc."
REGN,Healthcare,Biotechnology,73625305088.0,17.132715,2.305185,40.99,0.19,8.612,702.27,13.048292,0.29648,0.14548,"Regeneron Pharmaceuticals, Inc."
APH,Technology,Electronic Components,168050884608.0,39.16619,12.021988,3.49,0.584,133.051,136.69,24.289173,0.17239,0.36825,Amphenol Corporation
DTE,Utilities,Utilities - Regulated Electric,29852063744.0,23.601974,2.423086,6.08,0.158,218.787,143.5,17.18532,0.07654,0.10423,DTE Energy Company
RMD,Healthcare,Medical Instruments & Supplies,30154321920.0,20.046288,4.790524,10.37,0.108,12.988,207.88,17.104017,0.2744,0.25246,ResMed Inc.
SLB,Energy,Oil & Gas Equipment & Services,83723231232.0,24.669603,3.0607784,2.27,0.027,42.515,56.0,16.760696,0.09263,0.14066,SLB N.V.
ACAD,Healthcare,Biotechnology,3826661120.0,9.717392,3.1011517,2.3,0.094,4.252,22.35,23.454472,0.36491,0.39894,ACADIA Pharmaceuticals Inc.
SMSN.IL,Technology,Consumer Electronics,,48.17503,0.0036166084,96.44,-0.223,2.546,4646.0,74.07526,0.13135,0.106359996,"Samsung Electronics Co., Ltd."
FFIV,Technology,Software - Infrastructure,19290343424.0,27.929335,5.4648056,12.17,0.11,6.208,339.9,19.444202,0.21962999,0.2034,"F5, Inc."
PKG,Consumer Cyclical,Packaging & Containers,19868715008.0,27.027914,4.2921295,8.24,0.106,94.93,222.71,18.333164,0.080419995,,Packaging Corporation of America
TT,Industrials,Building Products & Equipment,105542934528.0,36.502296,12.325426,13.08,0.06,53.597,477.45,28.071571,0.13415,0.36630002,Trane Technologies plc
WMT,Consumer Defensive,Discount Stores,1042525782016.0,47.90842,10.462362,2.73,0.056,64.443,130.79,39.847664,0.0307,0.21847,Walmart Inc.
SLV,,,,,3.0874088,,,,65.91,,,,iShares Silver Trust
ABVC,Healthcare,Biotechnology,26406340.0,,2.2538292,-0.39,,26.119,1.03,-2.340909,0.0,-1.19488,"ABVC BioPharma, Inc."
ALGT,Industrials,Airlines,1397462016.0,,1.310123,-1.92,0.048,177.141,75.75,7.650317,-0.012999999,,Allegiant Travel Company
ARDC,Financial Services,Asset Management,303888896.0,13.208334,,0.96,,,12.68,,0.0,,"Ares Dynamic Credit Allocation Fund, Inc."
AGAE,Communication Services,Entertainment,19984670.0,,0.38461536,-0.55,-0.146,69.525,0.53,,-2.80111,-0.39539,Allied Gaming & Entertainment Inc.
9432.T,Communication Services,Telecom Services,12376390762496.0,12.101911,1.3061448,12.56,0.055,281.535,152.0,10.446735,0.0764,0.10722999,"NTT, Inc."
TD,Financial Services,Banks - Diversified,177630740480.0,11.654566,1.9935807,9.09,0.211,,105.94,13.899658,0.33021998,0.17815,The Toronto-Dominion Bank
EBAY,Consumer Cyclical,Internet Retail,46735441920.0,24.30947,10.241292,4.33,0.195,163.327,105.26,15.5972395,0.17615,0.42875,eBay Inc.
MKC,Consumer Defensive,Packaged Foods,13036207104.0,7.9491806,1.8667232,6.1,0.167,65.158,48.49,14.490891,0.23117,0.25347,"McCormick & Company, Incorporated"
ANAB,Healthcare,Biotechnology,2016110464.0,,52.168674,-0.46,1.511,781.08,69.28,14.182422,-0.056399997,-0.24486,"AnaptysBio, Inc."
MMM,Industrials,Conglomerates,74490241024.0,27.57143,22.829285,5.18,0.013,396.497,142.82,15.109326,0.11137,0.71458,3M Company
JNJ,Healthcare,Drug Manufacturers - General,542947770368.0,26.105324,6.6859345,8.64,0.099,67.73,225.55,17.745256,0.21834,0.26416,Johnson & Johnson
RY,Financial Services,Banks - Diversified,248179376128.0,16.664799,2.6939945,10.71,0.075,,178.48,13.945655,0.33137,0.15395,Royal Bank of Canada
